Latitude,Longitude,Demand_Forecast,Traffic_Status,Waiting_Time,Traffic_Encoded,Cluster_ID
-43.4171,160.8423,105,Clear,30,1,11
-82.7058,-62.704,160,Clear,51,1,3
-75.3211,-58.7749,233,Detour,47,2,5
-50.7085,-85.4515,289,Heavy,50,3,0
70.7101,-175.9865,120,Detour,23,2,1
-71.1004,-147.757,158,Heavy,15,3,7
-76.8972,-3.6358,259,Detour,37,2,5
39.7998,58.7461,180,Heavy,36,3,10
78.5954,-173.0016,174,Clear,37,1,1
-53.5264,13.0019,172,Heavy,29,3,10
49.3049,-55.6493,123,Heavy,59,3,12
72.9981,12.4029,252,Detour,30,2,8
80.4177,-39.9632,184,Clear,41,1,3
-51.0247,1.8063,183,Clear,55,1,3
5.2922,172.6376,108,Clear,41,1,3
54.3099,-98.941,210,Heavy,43,3,0
-3.8161,-159.7257,245,Detour,58,2,5
-69.8431,-171.5361,267,Detour,35,2,5
9.3528,120.0011,280,Clear,45,1,17
-74.3396,-150.6339,131,Clear,47,1,3
-62.0623,133.8872,126,Heavy,23,3,7
-53.1354,-164.488,154,Detour,32,2,1
85.0389,-138.3248,162,Detour,15,2,1
48.9598,-160.9134,291,Heavy,49,3,0
44.3639,134.3967,183,Clear,36,1,9
-33.1628,143.557,182,Detour,21,2,9
-61.1518,140.8152,237,Heavy,55,3,0
-87.8115,97.0492,175,Clear,45,1,3
-48.3575,115.8351,139,Detour,29,2,6
-59.5674,11.3653,146,Heavy,57,3,14
-37.2055,79.4485,144,Clear,25,1,11
38.1095,164.7654,149,Heavy,10,3,7
-20.0991,20.1825,105,Heavy,34,3,7
89.3898,-93.1034,194,Clear,60,1,4
85.8393,74.4208,138,Heavy,14,3,7
29.5637,-162.339,233,Heavy,59,3,0
13.5274,-108.9153,168,Clear,22,1,11
49.8896,46.7765,188,Heavy,44,3,10
61.9951,28.0639,238,Heavy,10,3,13
88.3545,123.8561,135,Heavy,56,3,12
-1.4258,112.8174,190,Clear,22,1,9
-18.3801,-175.0496,274,Heavy,57,3,0
72.6206,46.1393,261,Heavy,45,3,0
-10.0844,-0.6042,269,Clear,36,1,17
73.6225,125.9589,111,Heavy,35,3,12
-67.5109,-162.0537,300,Clear,15,1,2
-4.42,-44.1619,268,Detour,34,2,5
-31.9299,48.9536,288,Detour,30,2,8
-84.5861,-56.9044,235,Clear,56,1,16
-20.6577,-86.8013,270,Heavy,29,3,13
-56.5959,153.5316,261,Heavy,57,3,0
20.6546,79.9499,293,Clear,11,1,2
-19.7553,54.2697,225,Heavy,25,3,10
68.0702,98.5995,217,Clear,31,1,9
25.964,-133.3578,106,Detour,29,2,1
-86.701,-140.0339,183,Heavy,54,3,14
-35.9441,-133.4183,255,Clear,60,1,16
62.9176,116.017,273,Detour,16,2,8
69.7549,-126.8123,106,Detour,50,2,12
-0.5355,120.9793,186,Detour,33,2,9
57.9277,-106.3278,283,Clear,14,1,15
-86.177,112.1068,239,Clear,36,1,16
-9.2728,-173.0699,173,Clear,24,1,11
-84.3224,76.1163,277,Heavy,20,3,13
-27.8806,-32.4778,293,Heavy,51,3,0
-48.8409,171.332,192,Detour,19,2,9
28.627,162.8857,285,Heavy,16,3,13
-7.2601,52.512,277,Heavy,55,3,0
-16.8576,-8.0033,265,Detour,41,2,5
-42.1652,-40.9587,224,Clear,39,1,16
4.2073,-152.132,161,Detour,52,2,14
7.8031,43.4739,207,Clear,12,1,9
-6.8792,165.0017,256,Heavy,54,3,0
60.6073,74.3625,228,Heavy,34,3,0
-87.2317,143.0006,196,Heavy,24,3,10
38.825,-51.8451,106,Heavy,45,3,12
-53.5255,-1.9486,289,Clear,55,1,17
71.1182,-120.1134,132,Detour,30,2,1
-78.4902,-101.3255,276,Clear,40,1,16
35.0933,-170.9221,173,Clear,51,1,3
67.0296,-18.7078,224,Clear,15,1,15
-29.6573,-37.6029,111,Clear,35,1,11
-9.1109,76.762,240,Detour,35,2,8
50.7076,-21.7653,235,Heavy,19,3,13
48.352,-54.56,230,Clear,17,1,15
-39.7867,81.5636,213,Detour,18,2,9
36.5436,71.7597,300,Clear,56,1,17
32.8663,-79.992,194,Heavy,22,3,10
-0.1019,99.8069,203,Clear,23,1,9
-56.8231,71.5841,242,Clear,10,1,2
-61.9668,113.8899,191,Clear,47,1,16
-63.8035,61.4571,141,Detour,26,2,6
-31.7275,-28.5676,275,Clear,14,1,2
69.9959,-10.5335,274,Detour,51,2,4
-63.1722,145.3756,146,Heavy,27,3,10
35.7913,6.3765,282,Heavy,32,3,13
-58.8531,45.0498,104,Detour,53,2,6
49.4007,-106.1531,150,Detour,44,2,1
8.4222,-69.7522,235,Clear,21,1,15
-6.5166,-143.3822,123,Heavy,32,3,7
-43.1797,-64.4769,106,Heavy,55,3,14
45.047,69.7014,229,Heavy,51,3,0
-15.8011,138.7785,236,Clear,29,1,9
-30.8564,26.7562,217,Detour,28,2,9
16.0296,-36.3349,131,Clear,34,1,11
81.3962,-79.6193,213,Heavy,35,3,0
77.5436,-156.2479,181,Heavy,18,3,7
51.8047,66.0193,153,Clear,52,1,3
37.5523,145.1973,111,Clear,46,1,3
30.5875,132.7309,270,Heavy,31,3,13
-86.9276,120.7534,287,Heavy,53,3,0
-44.6569,129.8625,124,Detour,26,2,6
53.8186,-158.4252,130,Clear,10,1,11
26.0226,103.2098,159,Clear,15,1,11
14.1508,-54.4659,267,Heavy,54,3,0
22.8356,-12.873,248,Detour,56,2,4
79.2334,166.4549,246,Heavy,36,3,0
-9.0289,-69.4256,281,Heavy,29,3,13
71.2228,-86.3993,127,Clear,15,1,11
-29.6864,-88.6901,192,Clear,14,1,11
-19.5759,-39.5531,259,Detour,42,2,5
81.1,113.2247,131,Detour,23,2,1
32.7849,30.955,266,Detour,11,2,8
49.048,4.8896,130,Heavy,49,3,12
-13.9612,89.5342,227,Detour,49,2,4
64.4113,-121.7647,269,Clear,35,1,15
-77.7986,-155.4098,168,Heavy,22,3,7
16.2591,175.1485,298,Detour,49,2,17
30.6749,78.4743,153,Heavy,27,3,7
-18.0675,76.7802,202,Clear,24,1,9
-89.7784,-163.7965,111,Clear,53,1,3
-30.5476,63.5282,243,Detour,50,2,5
-16.8317,-114.4787,118,Clear,31,1,11
42.6126,-69.5408,151,Clear,33,1,11
44.5289,31.1002,285,Detour,27,2,8
84.7161,77.1114,248,Detour,42,2,4
-64.0954,-155.4074,159,Clear,51,1,3
20.3388,-109.3313,181,Heavy,30,3,10
-14.5017,-20.1486,272,Heavy,38,3,0
-35.3643,134.8909,281,Clear,39,1,17
1.3295,83.6357,167,Clear,51,1,3
88.7652,-178.2706,157,Detour,12,2,1
54.493,24.5979,145,Detour,49,2,12
49.7431,156.3216,276,Heavy,10,3,13
-86.9357,-84.9718,269,Heavy,25,3,13
-59.6078,157.02,300,Heavy,33,3,13
-10.9298,-89.0306,192,Heavy,60,3,14
-54.3571,-133.1938,118,Heavy,38,3,14
-82.1754,-169.4219,132,Clear,21,1,11
-11.3631,83.0819,129,Clear,31,1,11
-48.3838,-163.1177,202,Clear,43,1,16
7.0557,-122.6525,286,Clear,23,1,15
-1.0776,51.9075,122,Heavy,33,3,7
-81.5733,-17.3787,179,Heavy,53,3,14
75.2109,170.3371,210,Clear,12,1,9
-21.4288,-164.2915,223,Detour,59,2,5
-49.145,-120.0898,143,Detour,54,2,14
-87.3835,60.4609,166,Detour,53,2,14
69.6413,1.4327,289,Heavy,16,3,13
19.9466,-104.4665,140,Heavy,28,3,7
19.5573,171.8697,136,Heavy,47,3,12
-46.9621,87.6972,212,Detour,25,2,9
-34.4433,-4.0669,272,Detour,12,2,2
-7.8199,-78.215,299,Heavy,11,3,13
11.6611,44.7505,220,Heavy,30,3,10
-12.4175,135.9866,299,Clear,58,1,17
-79.3451,-52.5151,279,Heavy,17,3,13
24.4216,-7.0649,155,Clear,17,1,11
71.7196,-107.3427,131,Clear,47,1,3
-69.6585,23.6323,132,Heavy,16,3,7
67.365,71.5047,218,Detour,36,2,4
-31.9611,-75.8092,206,Heavy,56,3,14
-82.4812,139.058,299,Detour,34,2,8
25.3254,132.6264,240,Heavy,32,3,0
40.7401,110.4737,132,Detour,11,2,1
-53.779,30.8863,194,Detour,58,2,14
-39.3791,-53.1316,208,Heavy,24,3,10
46.2788,41.3453,142,Detour,56,2,12
-65.9199,-160.2292,273,Detour,53,2,5
-32.2707,98.1472,139,Clear,51,1,3
73.392,-62.3138,279,Heavy,20,3,13
77.7678,-165.1979,278,Clear,12,1,15
-2.8228,75.2804,294,Detour,32,2,8
-74.278,137.456,153,Detour,45,2,6
-21.5797,129.7599,208,Clear,39,1,9
35.9521,5.775,235,Clear,57,1,4
-8.7267,-140.3988,122,Clear,53,1,3
-56.1219,135.4235,198,Detour,29,2,9
23.2259,110.6901,266,Heavy,25,3,13
-53.6993,79.0096,268,Heavy,52,3,0
-3.822,-40.3169,116,Detour,47,2,6
-48.053,-175.0849,300,Clear,32,1,2
68.132,-51.5071,278,Clear,46,1,17
-80.4289,177.558,248,Heavy,52,3,0
42.9526,146.6224,109,Clear,19,1,11
-40.5556,55.0777,182,Detour,20,2,9
-12.7845,-147.2449,122,Clear,35,1,11
-63.6304,164.185,193,Heavy,38,3,10
21.8816,128.7922,164,Detour,24,2,9
-85.9619,103.5733,108,Heavy,44,3,6
-36.6154,-46.3008,276,Heavy,16,3,13
-85.0916,68.3039,104,Detour,30,2,6
-13.6168,-165.0825,111,Heavy,13,3,7
42.6032,146.1485,232,Heavy,13,3,10
86.8195,-21.0786,124,Detour,25,2,1
-82.6294,-72.3332,253,Clear,20,1,2
41.9728,81.4274,300,Detour,48,2,17
-7.3863,-44.8767,126,Heavy,11,3,7
-21.2573,12.4574,265,Heavy,17,3,13
-33.9378,-176.3102,105,Clear,46,1,3
23.9115,179.0046,172,Detour,10,2,9
-80.5196,-2.9668,123,Clear,52,1,3
45.8603,148.4775,282,Clear,19,1,8
60.0491,-175.5019,238,Detour,51,2,4
-33.9528,-54.2201,141,Heavy,50,3,14
7.9549,-109.2897,138,Heavy,17,3,7
-6.9237,20.9631,109,Detour,39,2,6
-80.5883,-167.4673,116,Detour,54,2,14
-60.3563,95.7232,256,Clear,42,1,17
-83.3207,19.9119,211,Clear,54,1,16
-54.4964,-93.8603,134,Heavy,43,3,14
66.5399,160.551,278,Detour,28,2,8
16.1144,-24.4118,151,Heavy,41,3,12
-84.9601,17.4992,224,Detour,15,2,2
-62.6441,-34.4446,147,Detour,55,2,14
82.9727,171.1469,233,Heavy,37,3,0
-50.8081,11.3148,153,Detour,43,2,6
67.8612,174.7961,186,Heavy,19,3,10
52.0415,-64.6403,287,Detour,41,2,5
-74.9003,146.0765,157,Clear,39,1,3
-10.7414,-56.5849,123,Heavy,24,3,7
77.436,42.529,165,Heavy,13,3,7
-39.701,158.9084,112,Detour,22,2,6
65.9337,130.6003,272,Detour,28,2,8
-3.7749,-110.6148,185,Heavy,23,3,10
-22.1627,-58.0963,116,Detour,45,2,6
-7.7974,-150.3367,148,Heavy,31,3,7
-47.9015,-121.4183,235,Heavy,27,3,13
64.0594,-102.2596,220,Heavy,34,3,0
38.5127,-17.3878,246,Detour,45,2,4
53.447,-162.7863,271,Heavy,38,3,0
77.998,-97.0043,119,Detour,32,2,1
-83.1143,74.21,127,Clear,18,1,11
14.4593,157.9293,247,Detour,35,2,8
-48.6056,-11.5509,134,Heavy,34,3,7
-11.6172,47.739,109,Heavy,26,3,7
17.7318,-166.4083,295,Detour,19,2,15
-31.4958,-37.5932,186,Clear,29,1,9
79.6896,84.1175,168,Detour,55,2,12
-79.5331,-178.6658,142,Detour,60,2,14
63.9549,-128.7581,201,Heavy,38,3,0
61.1522,5.9286,123,Detour,24,2,1
-26.3913,-155.6326,251,Clear,52,1,16
14.8779,-139.1721,102,Clear,50,1,3
49.6418,-121.3862,273,Heavy,18,3,13
-48.6654,115.3562,159,Detour,29,2,6
38.047,-80.0446,113,Clear,29,1,11
9.8934,13.9028,230,Heavy,45,3,0
-43.0411,-154.0658,275,Clear,52,1,16
-71.8307,-53.6072,200,Heavy,23,3,10
16.1221,79.0279,217,Detour,27,2,9
1.3877,64.0078,196,Detour,58,2,4
30.3691,-111.1134,139,Detour,34,2,1
53.517,152.1576,237,Clear,60,1,17
-20.984,-125.2428,240,Detour,18,2,2
-59.8257,-2.9502,293,Clear,35,1,2
-49.2845,40.5814,195,Clear,48,1,16
88.2246,-148.6037,223,Detour,24,2,15
-13.535,94.6256,146,Detour,39,2,6
57.1287,148.1805,126,Heavy,30,3,12
-61.8546,43.8074,117,Detour,39,2,6
9.0931,-155.6411,160,Clear,13,1,11
-19.6632,-133.2353,112,Detour,51,2,6
43.4429,-106.3154,216,Detour,60,2,4
-24.6226,30.2486,282,Clear,44,1,17
5.6237,177.8639,222,Detour,55,2,4
-49.8421,-83.2963,210,Heavy,50,3,14
22.5359,82.6248,248,Clear,34,1,17
30.8916,173.4833,284,Detour,22,2,8
3.0051,-89.4957,228,Clear,55,1,16
-9.8416,87.3444,259,Heavy,54,3,0
-84.6425,70.457,146,Heavy,36,3,14
1.8375,71.811,196,Clear,45,1,9
-69.8671,-68.073,238,Clear,19,1,2
72.8374,179.4522,285,Heavy,26,3,13
50.8775,-155.5478,191,Detour,45,2,4
23.7118,-92.9098,243,Clear,27,1,15
65.9641,85.9925,261,Detour,50,2,4
41.7285,131.8376,190,Heavy,18,3,10
-79.2933,52.6196,249,Clear,14,1,2
78.1285,162.4365,221,Detour,50,2,4
56.5445,31.2501,127,Heavy,23,3,7
44.2451,-34.2571,249,Clear,35,1,15
-27.8944,104.517,216,Detour,60,2,4
77.0206,0.8221,161,Heavy,11,3,7
72.3311,-105.9002,123,Detour,50,2,12
-30.4204,70.9998,148,Detour,50,2,6
-71.5279,-171.9428,119,Clear,14,1,11
-53.2492,-17.118,267,Detour,12,2,2
-30.8076,-167.4756,213,Detour,48,2,5
-44.764,-118.3579,131,Clear,18,1,11
47.5743,144.998,163,Clear,51,1,3
-23.2761,-88.0696,101,Detour,57,2,6
-18.8295,76.8645,147,Detour,41,2,6
58.3197,0.0698,286,Detour,44,2,8
-84.8788,-37.2609,111,Detour,11,2,11
28.387,33.4827,293,Detour,50,2,17
87.018,-27.3053,276,Clear,30,1,15
-9.7509,-86.2981,194,Detour,30,2,1
79.8212,-21.6975,275,Detour,38,2,8
33.0027,-70.5854,133,Heavy,10,3,7
-12.452,-174.3397,159,Heavy,42,3,14
-19.6171,-163.0539,170,Detour,37,2,1
13.7939,25.2973,232,Heavy,30,3,10
-46.8643,158.7293,245,Detour,25,2,8
-35.2452,78.2544,289,Heavy,37,3,13
17.5448,-68.5291,194,Detour,52,2,4
-87.1408,-147.3922,176,Detour,25,2,1
-73.5498,115.0268,267,Heavy,14,3,13
75.223,158.8602,283,Clear,57,1,17
-40.8267,51.4673,165,Detour,21,2,9
-80.2129,116.4288,273,Detour,49,2,17
18.761,139.9566,220,Clear,13,1,9
9.1346,9.0052,141,Clear,56,1,3
-28.6942,-75.4244,158,Detour,52,2,14
23.9592,-88.7602,171,Clear,36,1,3
68.1545,43.8007,265,Heavy,54,3,0
76.0358,53.043,178,Clear,28,1,9
-30.0307,157.1442,233,Clear,13,1,9
-79.2584,125.5026,227,Heavy,33,3,10
-86.6606,29.6786,253,Detour,35,2,5
-60.0975,-13.7518,108,Heavy,22,3,7
50.475,-168.8578,149,Clear,23,1,11
20.9244,-59.3367,102,Clear,31,1,11
-8.4784,117.2494,298,Clear,45,1,17
-30.809,-126.7483,178,Clear,31,1,11
17.9831,-135.1026,250,Clear,14,1,15
-28.2385,-87.7617,290,Heavy,18,3,13
18.1994,40.5771,240,Heavy,33,3,0
-3.5038,21.9533,205,Heavy,39,3,10
88.528,-0.3595,213,Detour,58,2,4
-24.7838,-21.176,153,Clear,51,1,3
56.1373,82.4192,245,Detour,52,2,4
-13.2882,-171.9473,111,Detour,38,2,1
68.9345,172.152,280,Clear,46,1,17
-80.9601,52.614,181,Heavy,43,3,14
57.2271,59.2588,115,Detour,46,2,12
82.6307,-111.6216,258,Clear,57,1,4
53.0221,110.4363,279,Detour,49,2,17
21.6362,35.7292,259,Clear,20,1,15
-0.5646,175.2938,298,Detour,40,2,8
-53.9744,-52.4536,246,Clear,52,1,16
70.9071,-64.7863,198,Detour,13,2,1
-32.3196,-16.4458,160,Clear,28,1,11
-9.6291,39.6506,203,Detour,39,2,9
-69.5639,-74.6473,278,Clear,20,1,2
49.043,-4.5352,259,Detour,49,2,4
69.7608,-77.0188,126,Detour,60,2,12
27.4034,-35.8705,231,Clear,26,1,15
-31.4314,-110.7069,143,Detour,21,2,1
63.5554,151.4083,197,Clear,34,1,9
86.6663,-8.1036,213,Detour,38,2,4
62.9549,134.6387,254,Heavy,58,3,0
57.555,179.2349,173,Heavy,55,3,12
-8.3428,-26.2702,140,Clear,18,1,11
-51.6025,114.3963,115,Heavy,14,3,7
-30.946,-65.5352,232,Heavy,41,3,0
-47.3503,-100.2211,244,Detour,26,2,2
29.2931,-63.656,259,Clear,17,1,15
-67.4262,-107.5156,123,Clear,34,1,11
82.8116,62.1983,228,Clear,51,1,4
58.6218,133.4487,269,Clear,60,1,17
-31.9959,164.6097,226,Heavy,47,3,0
84.8041,86.1533,246,Heavy,37,3,0
-11.147,-97.9335,111,Heavy,54,3,14
-9.8535,-164.784,238,Clear,15,1,15
35.674,177.2099,296,Heavy,35,3,13
87.965,-109.0684,150,Clear,21,1,1
68.1229,9.8155,157,Heavy,10,3,7
84.0215,75.4829,276,Heavy,13,3,13
73.9154,-123.8449,141,Detour,43,2,1
56.2829,49.0292,174,Heavy,13,3,10
-89.0981,33.8294,145,Heavy,30,3,14
0.4055,97.6022,202,Heavy,57,3,0
29.7128,-51.8993,164,Detour,24,2,1
76.8582,-8.4829,173,Heavy,55,3,12
-74.188,-176.0141,243,Clear,51,1,16
14.1533,164.1186,283,Heavy,50,3,0
3.9786,-135.2219,109,Heavy,47,3,12
-40.9216,27.5281,144,Clear,40,1,3
-58.4321,-90.5118,221,Heavy,20,3,10
41.7679,-95.8135,145,Heavy,20,3,7
61.9423,34.526,104,Heavy,24,3,7
46.9729,-36.5198,221,Clear,31,1,15
44.2477,175.0702,168,Detour,32,2,9
89.8701,73.6867,213,Heavy,32,3,10
-10.4792,-177.1239,272,Detour,56,2,5
-71.0609,75.3714,275,Detour,35,2,8
-76.791,18.3631,242,Heavy,10,3,13
59.8356,-114.4198,141,Clear,55,1,3
